text,category,price
Under Armour cold gear pants Brand is Under Armour.  Shipping. Has some minor snagging on the leg. Check out my other listings & bundle for better deals!!,"Women/Athletic Apparel/Pants, Tights, Leggings",14.0
Like New Kate Spade Bag Brand is Kate Spade. This bag has no wear on it and was only used a few times. It can be used as a crossbody or a shoulder bag and is about 10 inches tall. The strap is adjustable and the bag has a zipper closure with pockets on the inside.,Women/Women's Handbags/Shoulder Bag,61.0
Mossimo Combat Fold Over Boots Size 8.5 Brand is Mossimo Supply Co.. Women's Mossimo Supply Co Black Combat Fold Over Aztec Print Boots Size 8.5,Women/Shoes/Boots,24.0
"Yankee Candle Car Jar 5 pack Brand is Yankee Candle. Garden Sweet Pea Vanilla Lime 2-Red Raspberry, Black coconut Garden Sweet Pea",Home/Home Décor/Home Décor Accents,16.0
"Old Navy Navy Blue Striped Shirt Brand is Old Navy. Soft, flattering long sleeve t-shirt by Old Navy. Versatile, size large.",Women/Tops & Blouses/T-Shirts,14.0
Dark brown pumps Brand is Mossimo.  Shipping. I bought these and wore them one time to a shower Great condition Definitely pumps Peep toe Deep brown color They have strap on side Size 8,Women/Shoes/Pumps,15.0
"Cream Babydoll tank Brand is Hollister. XS, fits true to size. Cream colored Hollister Babydoll tank. Low cut, v-neck, with cross open back. Form fitting around the bust with a light weight, lose, flowing bottom. Floral lace accent around the trim. Stretchable below the bust with adjustable tie. Lightly worn, no visible flaws","Women/Tops & Blouses/Tank, Cami",7.0
ChokerGold flower choker New,Women/Jewelry/Necklaces,8.0
Nib Monster high Skelita Exclusive Funko Brand is Funko.  Shipping. Nib Walmart exclusive Skelita funko pop.,Kids/Toys/Dolls & Accessories,20.0
LUCYALICE ONLY PINK PANTY Brand is PINK.  Shipping. 1 PINK PANTY SIZE L NWOT TAG ORDERED DIRECTLY FROM VS.COM,Women/Underwear/Panties,9.0
2 CARD READERS Shipping. •BRAND NEW •SHIPS ASAP! ~LISTING IS FOR BOTH CARD READERS~,Electronics/Cell Phones & Accessories/Cell Phone Accessories,10.0
Zara ladies perfumeZara ladies perfume Limited LVIII collection Please check out my page for other awesome deals thank you,Beauty/Fragrance/Women,11.0
Ali Renee Bundle SOLD!No description yet,Beauty/Bath & Body/Bath,17.0
"Olukai Shoes Brand is OluKai. All leather shoes, new, bought for [rm]",Men/Shoes/Athletic,56.0
Vs Pink Logo Cap Brand is PINK. Lice free! Clean hat. Worn a couple of times,Women/Women's Accessories/Hats,29.0
Converse all star Brand is Converse. Excellent condition like brand new size 11 in mens,Men/Shoes/Athletic,22.0
Baby uggs free ship Shipping. Not ugg brand but looks just like it size 2 in baby bought at toys r us selling cheap no flaws no rips,Kids/Girls 0-24 Mos/Shoes,7.0
"LifeProof NUUD Case for iPhone 6 plus Shipping. LifeProof NUUD Case For iphone 6 Overview: LifeProof Case is design incredibly compact yet impressively tough. NUUD designed featuring screenless technology. NUUD keep you connected to your Retina display. Description: WaterProof: Submersible up to 6.6FT for 1 hr DirtProof: Sealed from Dirt and dust SnowProof: Closed to snow and ice DropProof: Survives drop from 6.6 Feet ------------------------------------------------------------ PLEASE READ For information about shipping, handling and others frequent questions please visit my profile by clicking the picture at the bottom of this listing next to my name. !!Thank you!!","Electronics/Cell Phones & Accessories/Cases, Covers & Skins",35.0
Game boyNo description yet,Electronics/Video Games & Consoles/Games,34.0
"IT WORKS! REMOVES YELLOW STAINED TEETH Shipping. 100% ORGANIC & IT REALLY WORKS! Incredible for children. No chemicals and nothing synthetic in our products!! Our Activated Charcoal and Bentonite Clay toothpaste works to WHITEN teeth, freshen breath, and protect your gums. Brushing with our paste is an all-natural way to remove stains and discoloration without any bleach or abrasives. It's also effective in preventing cavities and killing the bad bacteria! Unfortunately, majority of commercial toothpastes (especially the whitening variety) are filled with dangerous chemicals and toxins that slowly erode the tooth enamel & gums. Dab your toothbrush until you get your preferred amount of paste. Then brush directly onto your teeth. After 3 mins, rinse away the Charcoal & STAINS ;) Ingredients: Activated Charcoal, Bentonite Clay, Coconut Oil, Sea Salt, Purified Water, Pure Therapeutic Mint Essential Oil, Baking Soda 2oz container. About 30 uses :)",Beauty/Makeup/Lips,17.0
"Coach lanyard Brand is Coach. Brand new with tags. Perfect for school or work ID. Separate pocket in the front for license, credit card and or money (a few bills only space is not large)",Women/Women's Accessories/Wallets,32.0
American Girl Posable Pet Brand is American Girl ®.  Shipping. Crocker Spaniel. Retails for [rm]. Please go check out my listings. Buy with confidence!,Kids/Toys/Dolls & Accessories,15.0
"Keurig Cleaning Pack (3 Items in one!) Shipping. *2 bottles of Keurig's cleaning solution. Bottles never opened. *ALSO...5 water filter cartridges! NOTE: box says 6 filters. I have used one, so there's only 5 left. *Only selling these because we don't use our Keurig anymore. :)",Home/Kitchen & Dining/Coffee & Tea Accessories,19.0
Kylie Jenner Posie K and Mary Jo K Kit Shipping. This is a Kylie Jenner Posie K and Mary Jo K lip kit if you would prefer another color just comment below and ask me if I have them available if I do I'll make a listing for you and if you want a bundle deal just comment and let me know the you want one,Beauty/Makeup/Lips,23.0
"UO TOP Brand is Urban Outfitters.  Shipping. Urban outfitters Halter crop top. Worn a few times and in great condition, very comfortable and cute for summer or any festival!",Women/Tops & Blouses/Blouse,10.0
Fossil Crossbody Bag Brand is Fossil. This is a beautiful Fossil bag. Color is black and white. Can be used as a shoulder bag or crossbody. Only carried a handful of times so like new. Please do ask any questions. Thank you :),Women/Women's Handbags/Messenger & Crossbody,44.0
"Authentic Michael Kors Brown Logo Tote Brand is Michael Kors. Large MK Brown Logo Shoulder Bag Gold Hardware Wear on handles The middle pocket zipper works great just seems a little hard unzipping/zipping 11"" x 11"" x 6"" No free shipping",Women/Women's Handbags/Shoulder Bag,61.0
"64 New Pink Lacons For Sampling Products Shipping. These are all unused. The one box has 14 in the, I used the rest. The box of 50 is still sealed!",Beauty/Bath & Body/Bath,13.0
Lularoe TC leggings and Large Irma. NWT Shipping. TC Wolf leggings and L Irma to match.,Women/Jeans/Leggings,65.0
"Too Faced pallet :) Brand is Too Faced. Brand new, only swatched two colors once. Great colors just not for me :-)",Beauty/Makeup/Makeup Palettes,24.0
Lularoe Heart Leggings TCThis tall and curvy digital heart print Leggings are so fun!,"Women/Athletic Apparel/Pants, Tights, Leggings",10.0
"Rae Dunn Butter Dish Brand is Rae Dunn. Brand New Rae Dunn Zoom in as this is one you are buying Check my ratings, please only buy with experienced shippers as I KNOW what it's like to have broken orders arrive and I pack extremely well!!",Home/Kitchen & Dining/Dining & Entertaining,31.0
Marl Grey Crossover Romper VS PINK M Brand is PINK.  Shipping. The official “chill out” uniform of Spring Break! This one-piece romper features a low crossover front and a flattering fitted waist. One piece Adjustable Straps Low crossover front & back Fitted waist Imported cotton/polyester Medium Victoria's Secret PINK romper Brand new in Online Packaging,"Women/Dresses/Above Knee, Mini",25.0
"Derm exclusive anti aging kit Brand is Sephora. Extensive anti aging collagen kit. Brand new. Micro peel pads, eye cream, neck cream, wrinkle treatment, collagen lift, and intensive repair serum.",Beauty/Skin Care/Face,14.0
summer dressCute summer dress I believe it's a large tag is worn off Needs ironing Ties around neck,Women/Dresses/Knee-Length,21.0
"Doc McStuffins g Shipping. Disney's Doc McStuffins Mobile Clinic includes Doc McStuffins Doll , Mobile Clinic Van ,stethoscope, hospital bed ,flower scale, clipboard, x-ray/eye chart ,& otoscope Do You see more than one of My Listings and Want to Make a Deal? Contact Me to See What Deals We can Make ! No Holds Please Ask Any Questions Before Buying",Kids/Toys/Dolls & Accessories,29.0
Authentic men's Jordans Brand is Jordan. ✅used but in excellent condition ✅original box available ✅white varsity red mid navy ✅size 9 Men's ✅100% authentic,Men/Shoes/Athletic,124.0
Fashion Killa Crop Hoodie Brand is Tommy Hilfiger. No description yet,Women/Sweaters/Hooded,29.0
Ulta Matte Setting Spray (1oz) Brand is Sephora.  Shipping. Ulta Matte Setting Spray (1oz) New in shrink wrap. Free ship,Beauty/Makeup/Face,4.0
LG VS PINK BLING RINGER TEE Brand is Victoria's Secret. New with out tags from an online order. Large vs pink black bling ringer tee it has a small bling dog on the front and on the back it has bling lettering and a bling dog. Any questions please ask my price is firm thank you for looking.,Women/Athletic Apparel/Shirts & Tops,36.0
Womens Ariat boots Brand is Ariat.  Shipping. Fat baby the first original. Ariat boots size 9.5. In perfect condition!! Worn maybe 3 times. Very comfortable!!,Women/Shoes/Boots,30.0
Hold for Jodie's closet42 inches long 8.5 inches wide. Bows berries . 3 piece window frame and shutter set,Home/Home Décor/Home Décor Accents,79.0
Victoria secret pink bralette + pantie Brand is PINK.  Shipping. New in package Both size Small,Women/Underwear/Panties,22.0
BATHANDBODY OIL Shipping. No description yet,Home/Home Décor/Home Fragrance,3.0
LulaRoe Madison skirt with pockets small Brand is LuLaRoe.  Shipping. No description yet,Women/Dresses/Knee-Length,25.0
"Lularoe Irma Size Small Brand is LuLaRoe. Size small Irma only worn one time. It doesn't show any worn appearance at all. No piling and from a smoke free home. No free shipping, so please do not ask. Thank you!",Women/Tops & Blouses/Tunic,26.0
Wet N Wild MegaLast Matte Lip Color Brand is Wet n Wild.  Shipping. 4hr long wear lipsticks No fancy packaging just a great product. 1 Bare It All 1 Mauve Outta Here 1 Spiked With Rum 1 Cherry Picking 1 Stoplight Red 5 total Shipping is included in my prices since I ship independently. Price displayed is item price+price of shipping it myself. I do provide tracking #s. [rm](item)+[rm](shipping),Beauty/Makeup/Lips,8.0
"Wispy Eyelashes Shipping. ✨Flutter THESE bad boys and see what you can get! Talk about FEMME FATALE..whew! Ldianer Doesn't come with glue! Get the mink look without the mink prices! CRUELTY FREE (not mink fur) ✨ASK ABOUT OUR BUNDLE DEALS✨ ""No, I don't wanna save money on what I was gonna buy anyway"" -said no one ever •ALL PICTURES OF PREVIOUS CUSTOMERS OR MODELS• •super soft! Tags: TShirt dress, distressed TShirt dress, Tupac, bleached distressed Tshirt, Abercrombie and Fitch, Hollister, hidden expressions, fashion nova, chokers, fishnet, thigh highs, old navy, gap, trendy, bundle, sale, mink eyelashes, ardell, Huda beauty",Beauty/Makeup/Eyes,6.0
"Rae Dunn FAMILY & FEAST MugsThis is the exact item you will receive. I find that most of the RD some minor imperfections. Therefore, I am asking that on all my listings, for everyone to zoom in and make sure you will be happy with your purchase. Note: Items purchased after 2:00 pm (Pacific Time) Friday through Sunday, will be shipped Monday. Upon receipt of your item, please inspect right away. If it has arrived safely, please rate me to complete the transaction. (Rae Dunn, Christmas, Mugs, Plates, Valentine, Easter)",Home/Kitchen & Dining/Coffee & Tea Accessories,24.0
"a.n.a. sweater - HOLD for Chelsey Brand is a.n.a.  Shipping. NWOT, washed, not worn. Gray and white. Size L. 60% rayon, 40% cotton.",Women/Sweaters/Crewneck,6.0
Boot cut American eagle jeans Brand is American Eagle.  Shipping. Favorite boyfriend jeans Boot cut,Women/Jeans/Boot Cut,12.0
EUC lularoe cats OS Shipping. Worn once and washed per lularoe standards.,"Women/Athletic Apparel/Pants, Tights, Leggings",20.0
"BOBBI BROWN EXTRA REPAIR FOUNDATION Brand is Bobbi Brown.  Shipping. This is a lightly used but bobbi brown repair foundation! Shade name is SAND 2 it works really well, has SPF 25 in it Little goes a long way!! Very breathable yet has medium/full coverage! ORIGINALLY 58$!!!! Any questions, ask! TAGS; Bobbi brown born this way Kay Von d full coverage foundation naked urban decay ultra Sephora makeup",Beauty/Makeup/Face,15.0
Two halves retired Jamberry wraps Shipping. Two halves of retired Jamberry wraps! Top is an exclusive called Fruit Salad and bottom is Adams Favorite. Both for [rm] or pick a half for [rm]!,Beauty/Makeup/Nails,14.0
Men's size 9 Toms sneakersThe one has a light spot on the toe see picture and the white rubber soles could use a cleaning.comes from a smoke free pet friendly home. Check out my other listings for bundle deals.,Men/Shoes/Fashion Sneakers,11.0
2 Galaxy Hello Kitty Plush Dolls *new* Brand is Hello Kitty.  Shipping. You get two brand new galaxy hello kitty Plush dolls in excellent condition. One is pink and one is blue. If u just want one and not the two let me know and I can give you an offer on it.,Kids/Toys/Stuffed Animals & Plush,12.0
Jo Malone Shipping. New box of 50 travel size Jo Malone English Pear & Fresia Cologne Spray.,Beauty/Fragrance/Women,60.0
"Old West Western Boot Brand is Ariat. Hardly used western boots! Rounded Square Tie, Dark Brown leather, with grey/blue leather uppers. Rubber bottoms. No scuffs or worn bottoms.",Women/Shoes/Boots,34.0
"Nike size Youth 5w Brand is Nike.  Shipping. Condition: Pre-owned, Great. Size: Youth 5w",Kids/Boys (4+)/Shoes,11.0
Adidas plus zen Brand is Adidas. Brand new • size 8 in mens.,Men/Shoes/Athletic,53.0
Girl's Jordan's size 10c Brand is Nike. No description yet,Kids/Girls 2T-5T/Shoes,24.0
"Pro Conceal 3 for [rm] Shipping. Pick 3 colors~^^ Price is firm. Free shipping. The story Crease-resistant, opaque coverage in a creamy yet lightweight texture. The long-wearing formula camouflages darkness under the eyes, redness and skin imperfections. Provides complete, natural-looking coverage,evens skin tone, covers dark circles and minimizes fine lines around the eyes. This blendable and buildable formula provides the ultimate, customizable coverage. This must-have concealer includes a soft brush-tip for easy application. -Camouflages the appearance of skin imperfections -Evens out skin tone -Covers dark circles -Minimizes fine lines -Provides customizable coverage Tags: NYX, MAC, Jefree Star, Limecrime, Kylie cosmetics, ColourPop, KVD, Dose of Colors, Fall Season, Matte Lipstick.",Beauty/Makeup/Face,10.0
Footless tights - reserved for @lovebug Shipping. No description yet,"Women/Athletic Apparel/Pants, Tights, Leggings",6.0
